Latitude,Longitude
27.64721,-97.53371
27.57365,-97.57376
27.56677,-97.45731
27.60946,-97.53388
27.62011,-97.56658
27.61895,-97.57141
27.59003,-97.4886
27.58121,-97.51327
27.56272,-97.47385
27.64521,-97.53814
27.59541,-97.56265
27.59545,-97.55006
27.59291,-97.50472
27.62774,-97.51088
27.58406,-97.57779
27.58219,-97.58119
27.58109,-97.51733
27.58156,-97.54134
27.56273,-97.46904
27.61746,-97.5176
27.59108,-97.51614
27.57553,-97.47951
27.59434,-97.57825
27.62389,-97.54898
27.57344,-97.48389
27.59782,-97.53323
27.59765,-97.54274
27.57762,-97.47578
27.62473,-97.51414
27.60855,-97.53811
27.58131,-97.5536
27.59454,-97.5837
27.58057,-97.55756
27.6313,-97.54079
27.56284,-97.48154
27.61362,-97.52668
27.6135,-97.52248
27.5957,-97.5548
27.61213,-97.53073
27.58092,-97.5325
27.62027,-97.56273
27.59601,-97.50107
27.6088,-97.56297
27.58059,-97.52651
27.58076,-97.52251
27.63142,-97.50996
27.61773,-97.58094
27.61865,-97.57667
27.59426,-97.56638
27.60523,-97.57017
27.56439,-97.46132
27.58845,-97.4931
27.5732,-97.56612
27.62059,-97.51555
27.56275,-97.46489
33.0332,-101.73549
33.0332,-101.73009
33.03309,-101.70669
33.01159,-101.67709
33.03309,-101.6919
33.0131,-101.68169
33.03309,-101.67679
33.03309,-101.68109
33.01659,-101.69239
33.03309,-101.68759
33.03299,-101.67259
33.03309,-101.71809
33.03309,-101.71269
33.0151,-101.68659
33.03309,-101.72409
33.0103,-101.67279
33.03299,-101.69779
33.98189,-101.26764
34.02081,-101.20505
33.95087,-101.24408
33.95095,-101.23498
34.00928,-101.20486
33.95108,-101.22628
34.02072,-101.2144
33.98249,-101.25859
34.01983,-101.24851
33.96191,-101.24371
34.00954,-101.25943
34.00596,-101.25169
34.00904,-101.23472
33.96693,-101.222
34.01133,-101.26656
33.97565,-101.24087
33.97335,-101.22923
34.00378,-101.21465
34.00194,-101.22697
34.0057,-101.24538
33.98183,-101.24415
32.88976,-100.84811
32.85519,-100.84756
32.87071,-100.86069
32.86813,-100.84245
32.86027,-100.83253
32.79387,-100.8605
32.88339,-100.83035
32.85408,-100.86048
32.88443,-100.83608
32.84795,-100.91956
32.84724,-100.90935
32.88527,-100.84492
32.80779,-100.87816
32.84961,-100.82609
32.86953,-100.90321
32.88047,-100.87732
32.87551,-100.86927
32.79544,-100.8516
32.83361,-100.86557
32.85167,-100.89566
32.81396,-100.85674
32.8506,-100.83516
32.86971,-100.84701
32.82014,-100.8789
32.89079,-100.85626
32.85294,-100.84365
32.81317,-100.86778
32.86994,-100.85176
32.89259,-100.86404
32.88189,-100.88273
32.82095,-100.90872
32.86993,-100.92008
32.80449,-100.85432
32.7939,-100.87768
32.84908,-100.88296
32.86845,-100.89913
32.86936,-100.89027
32.88316,-100.88707
32.84979,-100.89211
32.79396,-100.86505
32.82138,-100.87041
32.83164,-100.87564
32.8906,-100.85209
32.89492,-100.86695
32.8979,-100.86977
32.88273,-100.82601
32.85585,-100.86421
32.86753,-100.83844
32.85831,-100.82823
32.83815,-100.87734
32.83286,-100.9176
32.86658,-100.83479
32.79385,-100.86941
32.86481,-100.87414
32.84987,-100.83175
32.82963,-100.88782
32.84913,-100.82116
32.88406,-100.84082
32.83329,-100.90954
28.23704,-97.46502
28.20071,-97.41648
28.18543,-97.44666
28.17569,-97.41666
28.20172,-97.45838
28.16735,-97.40698
28.20097,-97.4219
28.21582,-97.40495
28.15892,-97.4144
28.1936,-97.40184
28.19844,-97.47413
28.16908,-97.42028
28.18076,-97.43182
28.18436,-97.42433
28.1575,-97.43993
28.16586,-97.42459
28.19599,-97.46178
28.19449,-97.44183
28.16384,-97.41014
28.18416,-97.39222
28.19042,-97.47847
28.18282,-97.4521
28.14875,-97.42373
28.18119,-97.46824
28.19844,-97.47894
28.16116,-97.4608
28.2007,-97.46835
28.22532,-97.46724
28.21122,-97.37558
28.19263,-97.43487
28.19994,-97.38891
28.21375,-97.38661
28.21233,-97.46209
28.24163,-97.45458
28.17077,-97.47241
28.15668,-97.43288
28.17538,-97.45052
28.18458,-97.39797
28.18408,-97.40443
28.19457,-97.3831
28.18647,-97.41757
28.16291,-97.45596
28.21338,-97.43356
28.20884,-97.37058
28.19917,-97.37904
28.17919,-97.41062
28.20339,-97.438
28.23931,-97.4614
28.18764,-97.41236
28.22043,-97.41451
28.17268,-97.46856
28.21254,-97.41358
28.21403,-97.42527
28.21611,-97.47556
28.1467,-97.4376
28.17781,-97.43734
28.21342,-97.4504
28.14396,-97.43108
28.21487,-97.38093
28.23611,-97.47189
28.15074,-97.4354
28.19177,-97.45367
28.20323,-97.37548
28.19814,-97.42615
28.19664,-97.39793
28.21678,-97.39459
28.20667,-97.47559
28.16352,-97.47099
28.15607,-97.4452
28.1905,-97.46652
28.20297,-97.40918
28.18679,-97.44061
28.22549,-97.474
28.16562,-97.44492
28.17669,-97.46307
28.17775,-97.39782
28.14516,-97.42677
28.20369,-97.38392
28.19012,-97.47292
28.21215,-97.45494
28.17609,-97.45689
28.21024,-97.4185
28.16622,-97.43111
28.21431,-97.44559
28.23485,-97.45482
28.1902,-97.38836
28.1746,-97.44215
28.15484,-97.45008
28.16614,-97.45134
28.19876,-97.39298
28.19761,-97.43098
28.205,-97.40485
28.20152,-97.45321
28.22549,-97.45358
28.15649,-97.4178
28.20859,-97.40113
28.21401,-97.43981
28.1573,-97.42804
28.20306,-97.44621
28.15312,-97.42122
29.14059,-96.09272
29.13795,-96.13498
29.19847,-96.19183
29.15419,-96.10584
29.12749,-96.11984
29.15167,-96.10973
29.20218,-96.20049
29.12649,-96.1329
29.13268,-96.11267
29.14848,-96.11467
29.1594,-96.13428
29.17628,-96.1758
29.15288,-96.14609
29.13833,-96.09739
29.14268,-96.1256
29.18619,-96.20454
29.15723,-96.13784
29.16184,-96.17545
29.20923,-96.20706
29.16336,-96.17104
29.17132,-96.16602
29.20031,-96.18731
29.15984,-96.15159
29.12549,-96.14362
29.16424,-96.1182
29.13635,-96.10272
29.20508,-96.21186
29.14707,-96.11945
29.12369,-96.14806
29.13423,-96.10726
29.15745,-96.10236
29.16486,-96.16663
29.13252,-96.14351
29.16108,-96.08574
29.18584,-96.21533
29.16613,-96.11433
29.15968,-96.09757
29.1685,-96.10941
29.18301,-96.20832
29.15488,-96.14185
29.16303,-96.16003
29.20868,-96.19384
29.13966,-96.13093
29.12468,-96.13733
29.19074,-96.19215
29.19965,-96.2059
29.15807,-96.08936
29.17963,-96.17197
35.9129,-101.52959
35.92489,-101.54139
35.92299,-101.53539
35.92119,-101.52909
35.91089,-101.54149
35.9394,-101.54089
35.94299,-101.53539
35.9343,-101.53529
35.96429,-101.54019
35.953,-101.53989
30.9169,-102.13069
30.91674,-102.12834
30.91855,-102.11993
30.9155,-102.09819
30.92329,-102.15809
30.91487,-102.07748
30.9338,-102.09529
30.92868,-102.12651
30.92119,-102.11529
30.9259,-102.10069
30.9203,-102.11699
30.9168,-102.12279
30.94563,-102.1493
30.9321,-102.15609
30.93447,-102.15196
30.95522,-102.15527
30.9409,-102.15429
30.9216,-102.10549
30.9397,-102.14499
30.92057,-102.10673
30.92699,-102.09959
30.92325,-102.14424
30.9408,-102.1387
30.92961,-102.16019
30.9314,-102.09819
30.93364,-102.09271
30.94606,-102.14486
30.94623,-102.15889
30.9416,-102.13659
30.92007,-102.08806
30.9544,-102.15659
30.92271,-102.10434
30.91674,-102.13327
30.92486,-102.10194
30.92399,-102.15679
30.93642,-102.14942
30.9305,-102.13705
30.91774,-102.09036
30.95239,-102.15709
30.91654,-102.12516
30.9355,-102.15071
30.9231,-102.14939
30.94404,-102.13663
30.9325,-102.12419
30.90579,-102.08339
30.93294,-102.15473
30.92477,-102.15553
30.91657,-102.09393
30.9441,-102.14619
30.92363,-102.13072
30.94256,-102.14919
30.9238,-102.10309
30.9332,-102.12239
30.9359,-102.09269
30.93985,-102.14033
30.9028,-102.07919
30.92254,-102.15939
30.9306,-102.13449
30.9308,-102.12529
30.9012,-102.08039
30.93959,-102.14219
30.93396,-102.12106
30.91769,-102.12139
30.9395,-102.15579
30.93045,-102.15882
30.94109,-102.16032
30.95086,-102.15871
30.93127,-102.15746
30.91694,-102.09171
30.93634,-102.12711
30.93259,-102.09689
30.9285,-102.0986
30.9338,-102.15339
30.9194,-102.11849
30.9279,-102.12849
30.9371,-102.09029
30.93941,-102.08778
30.916,-102.07634
30.90596,-102.06358
30.91386,-102.0846
30.93825,-102.08869
30.90648,-102.07277
30.90375,-102.07648
30.90931,-102.08822
30.90481,-102.06535
30.91792,-102.07364
30.91856,-102.08906
30.93987,-102.08603
30.90373,-102.0672
30.90476,-102.07375
30.91695,-102.07503
26.39935,-97.66823
26.37049,-97.68051
26.40293,-97.69199
26.42337,-97.66683
26.36659,-97.66798
26.39666,-97.67397
26.38215,-97.75955
26.39969,-97.70517
26.39851,-97.71641
26.42293,-97.66083
26.36641,-97.69224
26.29128,-97.76553
26.38455,-97.75421
26.38404,-97.691
26.33275,-97.77961
26.40892,-97.66982
26.30257,-97.78359
26.3826,-97.7243
26.40664,-97.67937
26.34828,-97.75875
26.30555,-97.77709
26.38016,-97.65522
26.28543,-97.79241
26.38026,-97.77171
26.3622,-97.77441
26.37359,-97.72665
26.37731,-97.77768
26.33751,-97.77084
26.36787,-97.68651
26.38428,-97.69789
26.42023,-97.73932
26.28382,-97.76758
26.40538,-97.75331
26.38424,-97.71182
26.41143,-97.66509
26.36699,-97.76127
26.3962,-97.76579
26.38598,-97.67738
26.3694,-97.66098
26.39954,-97.71034
26.42086,-97.77444
26.33628,-97.76446
26.34746,-97.76582
26.39582,-97.73324
26.40981,-97.71205
26.36379,-97.76757
26.2996,-97.79114
26.38472,-97.74091
26.39664,-97.72473
26.38508,-97.74911
26.2828,-97.76019
26.31339,-97.76363
26.36994,-97.73385
26.33753,-97.77615
26.28827,-97.79723
26.37158,-97.65506
26.30656,-97.80113
26.29459,-97.79491
26.3878,-97.67169
26.31541,-97.75848
26.37047,-97.74348
26.32619,-97.75501
26.42495,-97.76537
26.38427,-97.73225
26.38917,-97.66646
26.32281,-97.77187
26.32026,-97.77647
26.32453,-97.76743
26.40609,-97.73336
26.38516,-97.70521
26.39189,-97.65948
26.40513,-97.69952
26.40474,-97.74507
26.31103,-97.76883
26.34934,-97.75368
26.41059,-97.7245
26.38548,-97.68357
26.42066,-97.77976
26.35953,-97.77885
26.30293,-97.76485
26.42391,-97.65568
26.395,-97.74166
26.37562,-97.6683
26.30994,-97.78919
26.30884,-97.79523
26.37362,-97.67706
26.36934,-97.75327
26.42161,-97.76942
26.34729,-97.77612
26.39949,-97.76299
26.40281,-97.75829
28.00541,-97.65864
27.97754,-97.72192
27.97247,-97.74993
27.97315,-97.73517
28.02093,-97.73315
27.98805,-97.72142
27.95999,-97.70596
28.0041,-97.76981
28.00599,-97.67972
27.99916,-97.64923
28.02046,-97.76676
27.97245,-97.74017
28.02033,-97.70178
28.00047,-97.75707
28.02851,-97.72002
28.00651,-97.76273
27.98746,-97.71162
28.00357,-97.6955
28.0253,-97.74003
28.0094,-97.72963
28.00784,-97.75692
28.01573,-97.72681
28.02068,-97.69122
28.00218,-97.66868
27.9742,-97.72661
28.01062,-97.65282
27.99406,-97.65234
27.99575,-97.70244
28.00195,-97.6869
28.00958,-97.67133
28.01724,-97.66549
28.01454,-97.71326
27.98801,-97.75291
27.99089,-97.71673
27.97866,-97.71717
28.02834,-97.7072
28.01025,-97.73537
28.01804,-97.6606
27.98925,-97.73622
28.02651,-97.75511
28.01421,-97.64255
27.98054,-97.74229
28.0116,-97.74798
28.0109,-97.74191
28.02886,-97.74823
27.96669,-97.72467
28.00244,-97.74825
27.98771,-97.70417
28.00258,-97.7004
27.97255,-97.73035
28.0,-97.65431
27.96694,-97.71947
28.01881,-97.67428
28.00243,-97.71093
28.0002,-97.75199
27.96922,-97.71542
27.99782,-97.76764
28.01104,-97.64744
27.97405,-97.74637
28.02782,-97.75136
28.00672,-97.64328
28.01927,-97.70653
27.96812,-97.75294
27.99567,-97.73137
28.01863,-97.65635
28.01373,-97.66816
28.00894,-97.75219
28.00685,-97.7216
28.00638,-97.71627
28.02317,-97.76486
27.95865,-97.71452
28.02355,-97.75864
28.00779,-97.63801
28.01093,-97.70061
27.99192,-97.73341
28.00243,-97.74345
27.99372,-97.66058
28.02037,-97.68537
27.98026,-97.71041
28.02066,-97.69653
27.99876,-97.65919
27.95938,-97.70995
28.01886,-97.6797
28.0021,-97.66454
27.98764,-97.74197
28.00117,-97.76418
27.99403,-97.77528
27.999,-97.67132
28.00933,-97.70692
27.97542,-97.70321
28.00186,-97.6825
33.71616,-99.72564
33.73499,-99.78075
33.74771,-99.77047
33.69411,-99.70408
33.73777,-99.72094
33.72054,-99.78603
33.72442,-99.74303
33.69383,-99.72111
33.74779,-99.76392
33.76744,-99.69822
33.75668,-99.74076
33.75844,-99.72073
33.71618,-99.72117
33.71949,-99.70763
33.74743,-99.77918
33.73616,-99.78792
33.73692,-99.72997
33.71966,-99.70358
33.73628,-99.73911
33.71985,-99.6944
33.74502,-99.70393
33.73972,-99.7495
33.74797,-99.77567
33.75468,-99.78915
33.75835,-99.72479
33.74571,-99.75327
33.71978,-99.76511
33.72363,-99.75444
33.76885,-99.69471
33.69419,-99.70002
33.71977,-99.69846
33.69428,-99.69596
33.73503,-99.7754
33.73937,-99.71577
33.74715,-99.78275
33.73734,-99.72546
33.75465,-99.79226
33.72242,-99.758
33.75787,-99.73695
33.69386,-99.71624
33.73614,-99.79149
33.7365,-99.7345
33.71932,-99.71169
33.73505,-99.77171
33.73611,-99.79506
33.7447,-99.70797
33.75464,-99.79536
33.74773,-99.76689
33.69403,-99.70813
33.74586,-99.75655
33.72118,-99.7616
33.74512,-99.69419
33.72435,-99.74686
33.69395,-99.71219
33.7198,-99.79348
33.72051,-99.78992
33.71613,-99.7297
33.7703,-99.69104
33.71915,-99.71574
33.75827,-99.72885
33.75819,-99.73291
33.71858,-99.77663
33.7451,-99.69825
33.7189,-99.76886
33.72427,-99.75069
33.72011,-99.73668
33.71859,-99.77274
32.19339,-101.43019
32.1992,-101.41639
32.12109,-101.39219
32.1534,-101.40279
32.20139,-101.40689
32.16449,-101.41339
32.19249,-101.42719
32.2207,-101.43189
32.1989,-101.43429
32.215,-101.43449
32.1754,-101.40069
32.1325,-101.41619
32.121,-101.41049
32.1989,-101.43119
32.21059,-101.41519
32.1336,-101.41879
32.13229,-101.41289
32.20919,-101.41279
32.12619,-101.41909
32.13409,-101.42179
32.20839,-101.40689
32.1322,-101.42939
32.2085,-101.40389
32.1334,-101.42479
32.2151,-101.42869
32.15469,-101.39229
32.20929,-101.42259
32.12669,-101.42259
32.20029,-101.40199
32.12059,-101.39519
32.1993,-101.42809
32.1571,-101.41029
32.2006,-101.41009
32.1484,-101.38669
32.15469,-101.38929
32.2212,-101.43499
32.2002,-101.41329
32.22089,-101.42879
32.14669,-101.39719
32.1964,-101.40409
32.1204,-101.42419
32.12059,-101.38899
32.2085,-101.40989
32.22089,-101.43789
32.2145,-101.43769
32.1466,-101.39419
32.1268,-101.42659
32.12059,-101.39839
32.216,-101.42429
32.1465,-101.39109
32.11789,-101.41989
32.12629,-101.41559
32.147,-101.40029
34.15439,-99.09966
34.13004,-99.10546
34.11091,-99.10907
34.15653,-99.07484
34.06771,-99.02655
34.09909,-99.15687
34.11353,-99.00916
34.11425,-99.00488
34.15097,-99.11865
34.11312,-99.13599
34.09525,-99.1168
34.10702,-99.06493
34.11186,-99.02623
34.13428,-99.09364
34.09274,-99.14845
34.11383,-99.14015
34.1027,-99.05051
34.10856,-99.12313
34.10189,-99.09454
34.08004,-99.05828
34.09779,-99.03018
34.13096,-99.10146
34.1124,-99.1545
34.11222,-99.11319
34.12458,-99.04456
34.13597,-99.08574
34.08092,-99.06177
34.15186,-99.10348
34.15711,-99.08737
34.1247,-99.04882
34.06686,-99.02232
34.11215,-99.02218
34.09916,-99.01259
34.0991,-99.01766
34.12643,-99.02613
34.12394,-99.05719
34.12642,-99.02998
34.11238,-99.16676
34.11163,-99.13023
34.1027,-99.04591
34.06774,-99.0361
34.09842,-99.00864
34.12642,-99.03383
34.10954,-99.10454
34.10589,-99.07415
34.12642,-99.03768
34.14972,-99.12322
34.15265,-99.11542
34.13248,-99.0976
34.11452,-99.14865
34.1274,-99.11328
34.06809,-99.0405
34.0683,-99.03101
34.12871,-99.10937
34.10709,-99.06922
34.07993,-99.05029
34.11172,-99.03069
34.11322,-99.01765
34.09359,-99.15252
34.13118,-99.00539
34.12479,-99.06544
34.09493,-99.12585
34.07908,-99.05454
34.15543,-99.09565
34.0974,-99.00444
34.12433,-99.07346
34.10589,-99.07847
34.07909,-99.04575
34.1033,-99.09902
34.1297,-99.00941
34.09518,-99.13032
34.1271,-99.02233
34.11304,-99.01351
34.09757,-99.00032
34.09581,-99.13844
34.09829,-99.02178
34.12488,-99.06148
34.06569,-99.01848
34.09793,-99.10764
34.15711,-99.08324
34.15653,-99.07897
34.12737,-99.0142
34.12391,-99.05322
34.09629,-99.12026
34.099,-99.03728
34.1004,-99.08984
34.12501,-99.0694
34.0948,-99.11252
34.15634,-99.09149
34.12733,-99.01827
34.12638,-99.11723
34.09723,-99.02607
34.10966,-99.11819
34.06516,-99.01436
34.09548,-99.13432
34.09993,-99.16222
34.10015,-99.04142
34.11239,-99.15843
34.1256,-99.12123
34.13516,-99.08958
33.71769,-99.64997
33.73968,-99.67437
33.7552,-99.59904
33.76212,-99.63008
33.69099,-99.6825
33.73988,-99.62886
33.741,-99.66029
33.73904,-99.615
33.75934,-99.68647
33.75214,-99.63186
33.70332,-99.68481
33.77092,-99.65852
33.76946,-99.64137
33.71886,-99.63985
33.75029,-99.58743
33.73537,-99.64687
33.75714,-99.68177
33.78228,-99.65376
33.73573,-99.65524
33.77448,-99.66406
33.78939,-99.66473
33.76245,-99.64565
33.72038,-99.65553
33.72718,-99.68076
33.77126,-99.67262
33.74231,-99.62064
33.75465,-99.58356
33.77118,-99.68208
33.75237,-99.60371
33.74633,-99.59272
33.73401,-99.63739
33.72221,-99.68594
33.74896,-99.575
33.78951,-99.65951
33.75247,-99.67706
33.72648,-99.66948
33.72141,-99.62307
33.75534,-99.61625
33.75703,-99.67376
33.68901,-99.68993
33.72316,-99.62899
33.72476,-99.64729
33.74226,-99.63425
33.72615,-99.66098
33.71756,-99.67045
33.75724,-99.66258
33.69708,-99.67213
33.74118,-99.68021
33.75602,-99.62365
33.75588,-99.65633
33.71034,-99.67867
33.7377,-99.62377
33.7426,-99.65216
33.74128,-99.68572
33.78341,-99.64921
33.7407,-99.6432
33.69201,-99.67607
33.76776,-99.67667
33.7714,-99.63529
33.71727,-99.61733
33.71283,-99.67417
33.72872,-99.61682
33.74649,-99.5798
33.72066,-99.63376
33.69899,-99.68827
34.79113,-102.01114
34.80421,-102.09645
34.75103,-102.01777
34.79254,-102.05431
34.76236,-102.09443
34.78364,-102.07899
34.77036,-102.02177
34.76576,-102.07271
34.79342,-102.08243
34.7934,-102.08593
34.78338,-102.08603
34.77012,-102.01821
34.79297,-102.0426
34.77689,-102.07002
34.76008,-102.01794
34.7935,-102.07151
34.7922,-102.06091
34.79267,-102.05061
34.7805,-102.01128
34.79293,-102.03908
34.78056,-102.01437
34.7807,-102.0252
34.80397,-102.08226
34.76059,-102.02517
34.76047,-102.01041
34.79342,-102.06793
34.7831,-102.08254
34.75087,-102.01038
34.76146,-102.08437
34.80389,-102.08934
34.79129,-102.01769
34.75103,-102.02139
34.79273,-102.03593
34.77671,-102.06669
34.79133,-102.02433
34.78048,-102.01801
34.76275,-102.09744
34.76194,-102.09115
34.78354,-102.0754
34.751,-102.02515
34.79233,-102.0298
34.76614,-102.07607
34.76654,-102.07941
34.77038,-102.02542
34.7604,-102.01414
34.77021,-102.01456
34.79345,-102.07885
34.78054,-102.02166
34.79251,-102.05785
34.79348,-102.0752
34.79136,-102.02097
34.76175,-102.08781
34.76539,-102.06937
34.79298,-102.04639
34.75092,-102.0141
34.79271,-102.06433
34.78331,-102.07208
34.79243,-102.03282
34.76501,-102.06621
34.79378,-102.09302
34.80374,-102.08579
34.77658,-102.06347
34.79125,-102.01435
34.76023,-102.02163
34.80414,-102.0929
34.7705,-102.01074
34.76479,-102.06303
34.79348,-102.08949
31.61979,-98.53667
31.70815,-98.59863
31.64712,-98.60832
31.6972,-98.61568
31.61266,-98.56062
31.70776,-98.59578
31.53857,-98.52907
31.60015,-98.5538
31.70924,-98.61266
31.55036,-98.53384
31.59906,-98.54998
31.68826,-98.59646
31.70898,-98.60236
31.64619,-98.5894
31.61142,-98.57529
31.72656,-98.5957
31.66553,-98.60523
31.70731,-98.59245
31.54239,-98.51225
31.56329,-98.51357
31.61248,-98.53883
31.59966,-98.5813
31.55235,-98.53696
31.62789,-98.55312
31.70963,-98.60918
31.55205,-98.51718
31.65563,-98.57034
31.72372,-98.60607
31.60395,-98.5657
31.60353,-98.57086
31.67654,-98.59396
31.68748,-98.59994
31.64815,-98.60477
31.63246,-98.54939
31.6748,-98.60425
31.54312,-98.50864
31.54811,-98.53023
31.65357,-98.57349
31.66502,-98.59827
31.68961,-98.6032
31.72591,-98.59911
31.61048,-98.56851
31.67648,-98.59751
31.5629,-98.52062
31.69727,-98.60872
31.72051,-98.58799
31.61209,-98.54594
31.59974,-98.58478
31.72244,-98.59079
31.5629,-98.52414
31.64706,-98.61687
31.62263,-98.58302
31.53891,-98.53259
31.64376,-98.59627
31.55359,-98.54036
31.62704,-98.56107
31.69733,-98.6122
31.53865,-98.52554
31.634,-98.54119
31.72772,-98.5923
31.64191,-98.5994
31.70989,-98.60569
31.6254,-98.57371
31.70931,-98.61614
31.624,-98.57682
31.64706,-98.61188
31.71777,-98.61111
31.63692,-98.54681
31.62197,-98.5327
31.61217,-98.58003
31.68916,-98.59298
31.64661,-98.58606
31.72364,-98.60259
31.61217,-98.55012
31.56264,-98.51712
31.5399,-98.52232
31.65665,-98.60561
31.62731,-98.55647
31.6028,-98.5743
31.66469,-98.5948
31.60152,-98.55746
31.56292,-98.52772
31.67577,-98.60092
31.61239,-98.55708
31.54833,-98.52692
31.66515,-98.60176
31.60303,-98.56069
31.62358,-98.52975
31.54071,-98.51895
31.60918,-98.5826
31.5414,-98.51553
31.55329,-98.51388
31.55103,-98.52053
31.62341,-98.58025
31.65158,-98.57655
31.65639,-98.60198
31.66567,-98.60872
31.54916,-98.52353
31.61299,-98.56414
31.64633,-98.59292
32.90149,-101.17248
32.86876,-101.16534
32.89922,-101.15855
32.89529,-101.08376
32.84911,-101.13117
32.87835,-101.07034
32.91282,-101.12919
32.90156,-101.16835
32.84567,-101.12393
32.9168,-101.14646
32.89614,-101.07367
32.91615,-101.10625
32.89382,-101.12151
32.86862,-101.15624
32.84909,-101.15936
32.93134,-101.12365
32.89432,-101.11237
32.9314,-101.1185
32.86861,-101.17254
32.89616,-101.10775
32.85323,-101.08592
32.91322,-101.12019
32.84831,-101.06083
32.87175,-101.10777
32.91229,-101.12448
32.87207,-101.11723
32.85093,-101.0779
32.87769,-101.05621
32.84445,-101.11031
32.89692,-101.07002
32.85597,-101.09029
32.89926,-101.13828
32.90271,-101.14409
32.85035,-101.13644
32.93105,-101.11504
32.87142,-101.09953
32.87862,-101.06488
32.8973,-101.09605
32.89654,-101.06691
32.87779,-101.07625
32.93013,-101.14586
32.89999,-101.15355
32.8719,-101.10369
32.86918,-101.15224
32.9317,-101.13292
32.87269,-101.13049
32.85048,-101.14761
32.91552,-101.13544
32.91518,-101.11059
32.89864,-101.09174
32.87286,-101.12157
32.87246,-101.12598
32.84739,-101.0669
32.87799,-101.06046
32.84496,-101.11964
32.89348,-101.11756
32.93154,-101.12796
32.89706,-101.10084
32.89983,-101.13371
32.93055,-101.13757
32.85024,-101.15369
32.85118,-101.05656
32.86863,-101.16081
32.9152,-101.14088
32.93041,-101.14235
32.89678,-101.08786
32.8947,-101.07777
32.84862,-101.07282
32.85037,-101.14195
32.85144,-101.08199
32.8443,-101.11504
32.9,-101.1626
32.91395,-101.11697
32.87522,-101.05117
33.92086,-99.80092
33.96156,-99.78457
33.90124,-99.67908
33.92297,-99.77076
33.88943,-99.7012
33.8943,-99.79495
33.92091,-99.74345
33.91634,-99.73605
33.88228,-99.74176
33.9358,-99.67332
33.90625,-99.77197
33.95334,-99.77502
33.93874,-99.80092
33.89308,-99.81449
33.86486,-99.75004
33.90288,-99.78243
33.8714,-99.7903
33.90661,-99.79684
33.89037,-99.81948
33.89166,-99.71618
33.93871,-99.79624
33.93812,-99.73269
33.85674,-99.73199
33.93798,-99.71939
33.89035,-99.7741
33.95075,-99.72503
33.86123,-99.7269
33.92081,-99.79611
33.87567,-99.71789
33.92102,-99.74841
33.95396,-99.78655
33.93249,-99.65084
33.95321,-99.75436
33.9373,-99.70085
33.92298,-99.78408
33.95334,-99.73991
33.96796,-99.7812
33.90605,-99.76061
33.95341,-99.78018
33.87585,-99.71101
33.93823,-99.74408
33.93755,-99.69096
33.91973,-99.68877
33.92297,-99.77963
33.90687,-99.7261
33.91964,-99.6683
33.96155,-99.77858
33.90582,-99.75127
33.86747,-99.73637
33.93466,-99.66694
33.86305,-99.76212
33.92038,-99.71722
33.95334,-99.77014
33.93572,-99.67841
33.90596,-99.75551
33.87505,-99.79894
33.90695,-99.72145
33.92029,-99.72269
33.92114,-99.75316
33.93829,-99.75415
33.95326,-99.75886
33.9013,-99.6834
33.87491,-99.72235
33.92114,-99.76152
33.93871,-99.79041
33.90637,-99.80116
33.92073,-99.79131
33.86652,-99.74125
33.90139,-99.68771
33.91973,-99.69827
33.88381,-99.74647
33.88385,-99.73789
33.91966,-99.66276
33.87899,-99.70037
33.91974,-99.69354
33.92095,-99.80611
33.89341,-99.73112
33.9343,-99.77862
33.92101,-99.81066
33.88448,-99.78006
33.90723,-99.71241
33.95337,-99.73557
33.88388,-99.75662
33.91983,-99.67413
33.93788,-99.72487
33.89152,-99.71083
33.86872,-99.75445
33.9533,-99.76373
33.95315,-99.74859
33.89066,-99.70641
33.92298,-99.77568
33.89185,-99.72187
33.91972,-99.684
33.90714,-99.717
33.86346,-99.70588
33.90121,-99.82083
33.86351,-99.71456
33.95311,-99.74423
33.9382,-99.73827
33.93737,-99.68589
33.88048,-99.70443
33.91953,-99.72844
33.93542,-99.78255
33.90124,-99.67458
33.86287,-99.77736
33.90589,-99.74703
33.88454,-99.7844
33.89436,-99.79985
33.91971,-99.67915
33.86128,-99.72255
33.88405,-99.75098
33.89489,-99.73815
33.95398,-99.79118
33.89332,-99.72688
33.90613,-99.76561
33.90828,-99.70253
33.86142,-99.71816
33.9383,-99.74915
33.86654,-99.75893
33.8629,-99.78164
33.88754,-99.76279
33.86353,-99.71022
33.95255,-99.73123
33.89061,-99.76978
33.93731,-99.70609
33.90723,-99.70786
33.88459,-99.78877
33.90152,-99.69675
33.89969,-99.82471
33.90617,-99.78774
33.90633,-99.79224
33.9384,-99.76214
33.86558,-99.74604
33.90638,-99.73082
33.93267,-99.66048
33.92014,-99.71175
33.90148,-99.69218
33.93704,-99.69554
33.93264,-99.65565
32.043,-101.23849
32.0383,-101.21999
32.058,-101.20209
32.0429,-101.23289
32.01569,-101.23509
32.06179,-101.17569
32.0163,-101.26449
32.05679,-101.20699
32.01889,-101.24109
32.01799,-101.25749
32.01699,-101.26169
32.0587,-101.18769
32.0392,-101.20519
32.01669,-101.23789
32.03949,-101.20769
32.03669,-101.18809
32.05819,-101.19259
32.0597,-101.18539
32.0617,-101.17329
32.0179,-101.24749
32.0354,-101.19069
32.0615,-101.17829
32.0146,-101.23229
32.0573,-101.19979
32.03529,-101.18539
