Latitude,Longitude
34.29829,-99.36599
34.253,-99.44999
34.29915,-99.35747
34.2869,-99.34529
34.28659,-99.4027
34.28999,-99.38359
34.31669,-99.33609
34.34869,-99.35719
34.34269,-99.33959
34.29079,-99.36169
34.3402,-99.34879
34.32019,-99.32439
34.31279,-99.34239
34.3199,-99.38025
34.31699,-99.3317
34.2888,-99.37149
34.3453,-99.36049
34.342,-99.34359
34.32672,-99.36689
34.34879,-99.38629
34.30019,-99.35369
34.31929,-99.32819
34.2875,-99.34929
34.2757,-99.412
34.28589,-99.39529
34.32639,-99.39056
34.32719,-99.38669
34.28429,-99.41409
34.32409,-99.32179
34.35019,-99.34959
34.29139,-99.35529
34.27839,-99.4055
34.2693,-99.4381
34.3574,-99.33849
34.25489,-99.454
34.2809,-99.4026
34.32589,-99.3196
34.3014,-99.35019
34.31039,-99.35309
34.32769,-99.31569
34.28759,-99.34189
34.26979,-99.43319
34.3486,-99.38919
34.28499,-99.41089
34.35439,-99.3411
34.28919,-99.3681
34.2519,-99.44609
34.29849,-99.38629
34.3528,-99.34619
34.31609,-99.33999
34.2897,-99.3794
34.28759,-99.38639
34.28569,-99.40689
34.25409,-99.43779
34.29779,-99.36169
34.30759,-99.3634
34.32079,-99.37239
34.31461,-99.39496
34.29889,-99.38329
34.27749,-99.40859
34.18519,-99.49868
34.2673,-99.46195
34.22638,-99.45326
34.1999,-99.49365
34.21433,-99.48161
34.2235,-99.4475
34.28307,-99.4274
34.2571,-99.47308
34.21954,-99.46256
34.19809,-99.49767
34.20261,-99.48243
34.20755,-99.50028
34.23256,-99.49905
34.23724,-99.4781
34.22942,-99.45719
34.24756,-99.48042
34.22187,-99.45702
34.21378,-99.47143
34.22012,-99.5005
34.21834,-99.48628
34.21875,-99.46729
34.28447,-99.42262
34.26764,-99.45189
34.22998,-99.46575
34.21404,-99.47714
34.23039,-99.46158
34.25878,-99.46662
34.26826,-99.45748
34.27042,-99.44444
34.23679,-99.48237
34.21079,-99.49069
34.22123,-99.49593
34.28194,-99.43195
34.23486,-99.49488
34.23335,-99.46925
34.22854,-99.49222
34.18754,-99.4929
34.28581,-99.4183
34.231,-99.50362
34.20541,-99.47807
34.20892,-99.50858
34.17535,-99.54318
34.15648,-99.58371
34.17427,-99.58308
34.18866,-99.574
34.12649,-99.53516
34.1774,-99.52267
34.21484,-99.52474
34.14329,-99.54917
34.1738,-99.55034
34.16259,-99.54549
34.1516,-99.51649
34.1613,-99.53168
34.19006,-99.56387
34.21449,-99.57787
34.14525,-99.53583
34.14663,-99.58232
34.245,-99.55994
34.13094,-99.57124
34.2041,-99.56326
34.1363,-99.55676
34.1787,-99.51672
34.17534,-99.57882
34.12589,-99.53951
